attempt,distance_m,interval_s,pre_recognition_settle_time_s,crop_scale,color_min_area_px,color_min_component_area_px,red_saturation_min,red_value_min,initial_gimbal_ros_deg,uwb_source,uwb_raw_azimuth_deg,uwb_ros_azimuth_deg,target_calculated_ros_deg,gimbal_command_ros_deg,servo_clipped,target_color,color_visible,color_success,color_recognition_time_ms,red_pixel_count,red_pixel_ratio_pct,red_saturation_mean,red_value_mean,color_component_area_px,color_center_distance_px,camera_frame_id,camera_captured_ns,failure_frame,status,started_at,finished_at,error_message
61,3.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-36,127.0.0.1:57848,-27.6,27.6,-8.400000000000006,-8.400000000000006,0,red,0,0,,0,0.0,,,0.0,,2666,26543498039886,failed_frames/attempt_061_color_not_detected.jpg,color_not_detected,2026-07-27T21:03:31.660+09:00,2026-07-27T21:03:34.859+09:00,
62,3.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,23,127.0.0.1:57848,21.0,-21.0,2.0,2.0,0,red,1,1,71.240709,2661,0.28873697916666663,138.18602029312288,125.3216835776024,2567.5,590.7799928907546,2712,26546573339551,,success,2026-07-27T21:03:34.861+09:00,2026-07-27T21:03:38.053+09:00,
63,3.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,48,127.0.0.1:57848,50.9,-50.9,-2.9000000000000057,-2.9000000000000057,0,red,0,0,,0,0.0,,,0.0,,2762,26549901203199,failed_frames/attempt_063_color_not_detected.jpg,color_not_detected,2026-07-27T21:03:38.055+09:00,2026-07-27T21:03:41.259+09:00,
64,3.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,48,127.0.0.1:57848,49.4,-49.4,-1.4000000000000057,-1.4000000000000057,0,red,0,0,,0,0.0,,,0.0,,2810,26553103564302,failed_frames/attempt_064_color_not_detected.jpg,color_not_detected,2026-07-27T21:03:41.260+09:00,2026-07-27T21:03:44.448+09:00,
65,3.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-46,127.0.0.1:57848,-35.3,35.3,-10.699999999999989,-10.699999999999989,0,red,0,0,,0,0.0,,,0.0,,2853,26556043368735,failed_frames/attempt_065_color_not_detected.jpg,color_not_detected,2026-07-27T21:03:44.449+09:00,2026-07-27T21:03:47.458+09:00,
66,3.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-5,127.0.0.1:57848,-3.9,3.9,-1.0999999999999943,-1.0999999999999943,0,red,1,1,74.113372,2155,0.23383246527777776,139.40835266821347,142.32389791183294,2076.0,153.05554547287727,2899,26559178477204,,success,2026-07-27T21:03:47.459+09:00,2026-07-27T21:03:50.655+09:00,
67,3.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,49,127.0.0.1:57848,51.5,-51.5,-2.5,-2.5,0,red,0,0,,0,0.0,,,0.0,,2946,26562510576208,failed_frames/attempt_067_color_not_detected.jpg,color_not_detected,2026-07-27T21:03:50.656+09:00,2026-07-27T21:03:53.858+09:00,
68,3.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,9,127.0.0.1:57848,7.5,-7.5,1.5,1.5,0,red,1,1,73.754764,2563,0.2781032986111111,144.90831057354663,136.22317596566523,2476.0,200.68383093812017,2991,26565582835137,,success,2026-07-27T21:03:53.859+09:00,2026-07-27T21:03:57.062+09:00,
69,3.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,32,127.0.0.1:57848,32.6,-32.6,-0.5999999999999943,-0.5999999999999943,0,red,0,0,,0,0.0,,,0.0,,3041,26568917339800,failed_frames/attempt_069_color_not_detected.jpg,color_not_detected,2026-07-27T21:03:57.063+09:00,2026-07-27T21:04:00.259+09:00,
70,3.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-45,127.0.0.1:57848,-34.1,34.1,-10.900000000000006,-10.900000000000006,0,red,0,0,,0,0.0,,,0.0,,3088,26572125331739,failed_frames/attempt_070_color_not_detected.jpg,color_not_detected,2026-07-27T21:04:00.260+09:00,2026-07-27T21:04:03.458+09:00,
