attempt,distance_m,target_color,crop_scale,interval_s,color_min_area_px,color_min_component_area_px,red_saturation_min,red_value_min,color_visible,color_recognition_time_ms,red_pixel_count,red_pixel_ratio_pct,red_hue_circular_mean_deg,red_saturation_mean,red_value_mean,red_b_mean,red_g_mean,red_r_mean,color_component_area_px,color_center_distance_px,camera_frame_id,camera_captured_ns,status,started_at,finished_at
88,2.0,red,0.6,0.2,125.0,50.0,130,110,1,88.913553,6147,0.6669921875,357.480928931705,148.33447210021149,123.7488205628762,54.80657231169676,51.77875386367334,123.7488205628762,6013.0,29.206163733020468,192,29506908107433,success,2026-07-27T21:52:57.373+09:00,2026-07-27T21:52:57.489+09:00
89,2.0,red,0.6,0.2,125.0,50.0,130,110,1,43.453928,6152,0.6675347222222222,357.5364105742872,148.5469765929779,124.02974642392718,54.762028608582575,51.786248374512354,124.02974642392718,6018.5,28.600699292150182,193,29506980171635,success,2026-07-27T21:52:57.492+09:00,2026-07-27T21:52:57.573+09:00
90,2.0,red,0.6,0.2,125.0,50.0,130,110,1,82.366501,6208,0.6736111111111112,357.4255820150368,148.5299613402062,123.98050902061856,54.839884020618555,51.77593427835052,123.98050902061856,6075.0,28.600699292150182,195,29507106568988,success,2026-07-27T21:52:57.577+09:00,2026-07-27T21:52:57.689+09:00
91,2.0,red,0.6,0.2,125.0,50.0,130,110,1,41.764212,6137,0.6659071180555556,357.34229934857626,148.58725761772854,124.00863614143718,54.90402476780186,51.76030633860192,124.00863614143718,6003.5,29.206163733020468,196,29507177694008,success,2026-07-27T21:52:57.692+09:00,2026-07-27T21:52:57.769+09:00
92,2.0,red,0.6,0.2,125.0,50.0,130,110,1,87.005689,6141,0.6663411458333334,357.91549121410037,148.6822992997883,124.08451392281387,54.34391792867611,51.79677576941866,124.08451392281387,6006.0,28.600699292150182,198,29507306361334,success,2026-07-27T21:52:57.773+09:00,2026-07-27T21:52:57.889+09:00
93,2.0,red,0.6,0.2,125.0,50.0,130,110,1,43.667575,6109,0.662868923611111,357.6863367530419,148.58045506629563,123.93894254378786,54.541005074480275,51.75904403339335,123.93894254378786,5977.5,29.206163733020468,199,29507381547544,success,2026-07-27T21:52:57.892+09:00,2026-07-27T21:52:57.972+09:00
94,2.0,red,0.6,0.2,125.0,50.0,130,110,1,86.880504,6197,0.6724175347222222,357.4018735983962,148.43069227045345,124.07164757140552,54.99435210585767,51.84815233177344,124.07164757140552,6062.5,28.600699292150182,201,29507509242818,success,2026-07-27T21:52:57.976+09:00,2026-07-27T21:52:58.093+09:00
95,2.0,red,0.6,0.2,125.0,50.0,130,110,1,38.876036,6173,0.6698133680555556,357.42469775296047,148.19293698363842,123.87817916734164,54.93633565527296,51.93341973108699,123.87817916734164,6038.0,29.206163733020468,202,29507578617196,success,2026-07-27T21:52:58.096+09:00,2026-07-27T21:52:58.170+09:00
96,2.0,red,0.6,0.2,125.0,50.0,130,110,1,85.682915,6151,0.6674262152777778,357.88461154668175,148.71841976914322,124.16631442041944,54.41326613558771,51.76361567224841,124.16631442041944,6016.0,29.206163733020468,204,29507706987893,success,2026-07-27T21:52:58.174+09:00,2026-07-27T21:52:58.288+09:00
97,2.0,red,0.6,0.2,125.0,50.0,130,110,1,103.936187,6171,0.6695963541666666,357.8082553274202,148.1455193647707,124.07227353751418,54.72079079565711,52.01426024955437,124.07227353751418,6037.0,28.600699292150182,205,29507839701391,success,2026-07-27T21:52:58.290+09:00,2026-07-27T21:52:58.429+09:00
98,2.0,red,0.6,0.2,125.0,50.0,130,110,1,29.699326,6154,0.6677517361111112,357.51208262366384,148.57621059473513,124.11585960350992,54.80337991550211,51.81849203769906,124.11585960350992,6020.0,29.206163733020468,206,29507908841770,success,2026-07-27T21:52:58.433+09:00,2026-07-27T21:52:58.491+09:00
99,2.0,red,0.6,0.2,125.0,50.0,130,110,1,36.15873,6118,0.6638454861111112,357.59130049715736,148.4785877737823,124.04740111147434,54.78032036613272,51.85812356979405,124.04740111147434,5983.5,29.206163733020468,207,29507974044939,success,2026-07-27T21:52:58.494+09:00,2026-07-27T21:52:58.564+09:00
100,2.0,red,0.6,0.2,125.0,50.0,130,110,1,30.567175,6243,0.6774088541666666,357.75825058688724,148.25949062950505,124.2377062309787,54.768540765657534,52.02626942175236,124.2377062309787,6109.5,28.600699292150182,208,29508045077793,success,2026-07-27T21:52:58.569+09:00,2026-07-27T21:52:58.628+09:00
