attempt,distance_m,target_color,crop_scale,interval_s,color_min_area_px,color_min_component_area_px,red_saturation_min,red_value_min,color_visible,color_recognition_time_ms,red_pixel_count,red_pixel_ratio_pct,red_hue_circular_mean_deg,red_saturation_mean,red_value_mean,red_b_mean,red_g_mean,red_r_mean,color_component_area_px,color_center_distance_px,camera_frame_id,camera_captured_ns,status,started_at,finished_at
88,1.0,red,0.6,0.2,125.0,50.0,130,110,1,90.475813,26856,2.9140625,359.00339754103913,159.71224307417336,130.5676198987191,50.31207179028895,49.08910485552577,130.5676198987191,26575.0,59.53990258641679,193,30736885692887,success,2026-07-27T22:13:27.350+09:00,2026-07-27T22:13:27.478+09:00
89,1.0,red,0.6,0.2,125.0,50.0,130,110,1,36.076255,26900,2.918836805555556,359.1567249904026,159.81122676579926,130.57840148698884,50.172565055762085,49.113791821561335,130.57840148698884,26617.5,59.53990258641679,194,30736960090066,success,2026-07-27T22:13:27.482+09:00,2026-07-27T22:13:27.560+09:00
90,1.0,red,0.6,0.2,125.0,50.0,130,110,1,86.698842,26848,2.913194444444444,359.04310876289253,159.81141984505365,130.63289630512514,50.26072705601907,49.04361591179976,130.63289630512514,26569.5,59.53990258641679,196,30737096636760,success,2026-07-27T22:13:27.564+09:00,2026-07-27T22:13:27.690+09:00
91,1.0,red,0.6,0.2,125.0,50.0,130,110,1,79.776619,26897,2.9185112847222223,358.9024452130198,159.87712384280775,130.6368368219504,50.3863999702569,49.02714057329814,130.6368368219504,26618.5,59.53990258641679,198,30737218717234,success,2026-07-27T22:13:27.693+09:00,2026-07-27T22:13:27.817+09:00
92,1.0,red,0.6,0.2,125.0,50.0,130,110,1,36.169033,26876,2.916232638888889,359.19207302420483,159.90188272064296,130.61731656496502,50.14466438458104,49.14131567197499,130.61731656496502,26595.5,59.53990258641679,199,30737300450800,success,2026-07-27T22:13:27.822+09:00,2026-07-27T22:13:27.897+09:00
93,1.0,red,0.6,0.2,125.0,50.0,130,110,1,77.440155,26815,2.9096137152777777,359.06748041521274,159.9953011374231,130.6868543725527,50.198582882714895,49.02479955248928,130.6868543725527,26538.5,59.53990258641679,201,30737421684743,success,2026-07-27T22:13:27.899+09:00,2026-07-27T22:13:28.020+09:00
94,1.0,red,0.6,0.2,125.0,50.0,130,110,1,89.645449,26872,2.915798611111111,359.03600813794696,159.64859333134862,130.59396397737422,50.31411878535278,49.09850401905329,130.59396397737422,26594.5,59.53990258641679,203,30737558879229,success,2026-07-27T22:13:28.024+09:00,2026-07-27T22:13:28.150+09:00
95,1.0,red,0.6,0.2,125.0,50.0,130,110,1,89.273211,26900,2.918836805555556,359.16651205974097,159.87401486988847,130.5700371747212,50.18988847583643,49.1224907063197,130.5700371747212,26617.5,59.53990258641679,205,30737685392297,success,2026-07-27T22:13:28.153+09:00,2026-07-27T22:13:28.285+09:00
96,1.0,red,0.6,0.2,125.0,50.0,130,110,1,88.482588,26847,2.9130859375,359.04321906535324,159.70503221961485,130.59850262599173,50.26792565277312,49.03698737289083,130.59850262599173,26566.0,59.53990258641679,207,30737823904569,success,2026-07-27T22:13:28.290+09:00,2026-07-27T22:13:28.423+09:00
97,1.0,red,0.6,0.2,125.0,50.0,130,110,1,89.191203,26846,2.912977430555556,359.13975873975477,159.92132906205765,130.62322133651196,50.14475154585413,49.091931758921255,130.62322133651196,26568.5,59.53990258641679,209,30737957373628,success,2026-07-27T22:13:28.425+09:00,2026-07-27T22:13:28.559+09:00
98,1.0,red,0.6,0.2,125.0,50.0,130,110,1,79.278788,26791,2.907009548611111,359.18793410543,159.8386398417379,130.5610839461013,50.11223918480086,49.06909036616774,130.5610839461013,26510.0,59.53990258641679,211,30738088514109,success,2026-07-27T22:13:28.564+09:00,2026-07-27T22:13:28.680+09:00
99,1.0,red,0.6,0.2,125.0,50.0,130,110,1,41.210264,26891,2.9178602430555554,359.0620799284011,160.0038674649511,130.61184039269645,50.26603696404001,49.105388419917446,130.61184039269645,26612.0,59.53990258641679,212,30738160149040,success,2026-07-27T22:13:28.684+09:00,2026-07-27T22:13:28.771+09:00
100,1.0,red,0.6,0.2,125.0,50.0,130,110,1,73.916528,26844,2.912760416666667,359.0338716163916,159.92288779615558,130.6965802413947,50.267061540753986,49.06317985397109,130.6965802413947,26563.5,59.53990258641679,214,30738295686362,success,2026-07-27T22:13:28.776+09:00,2026-07-27T22:13:28.886+09:00
